,Country Name,Country Code,Year,Life Expectancy
667,Nauru,NRU,2016,60.996
668,Nepal,NPL,2016,68.444
669,Netherlands,NLD,2016,81.56097561
670,New Caledonia,NCL,2016,77.359
671,New Zealand,NZL,2016,81.65853659
672,Nicaragua,NIC,2016,73.18
673,Niger,NER,2016,59.228
674,Nigeria,NGA,2016,52.189
675,North Macedonia,MKD,2016,75.4
676,Northern Mariana Islands,MNP,2016,77.392
677,Norway,NOR,2016,82.40731707
678,Oman,OMN,2016,79.581
679,Pakistan,PAK,2016,65.943
680,Palau,PLW,2016,69.046
681,Panama,PAN,2016,77.772
682,Papua New Guinea,PNG,2016,64.7
683,Paraguay,PRY,2016,73.487
684,Peru,PER,2016,75.951
685,Philippines,PHL,2016,69.49
686,Poland,POL,2016,77.85121951
687,Portugal,PRT,2016,81.12439024
688,Puerto Rico (US),PRI,2016,80.355
689,Qatar,QAT,2016,82.147
690,Romania,ROU,2016,75.2097561
691,Russian Federation,RUS,2016,71.65121951
692,Rwanda,RWA,2016,65.733
693,Samoa,WSM,2016,71.003
694,San Marino,SMR,2016,84.775
695,Sao Tome and Principe,STP,2016,66.563
696,Saudi Arabia,SAU,2016,78.354
697,Senegal,SEN,2016,66.724
698,Serbia,SRB,2016,75.68780488
699,Seychelles,SYC,2016,74.3097561
700,Sierra Leone,SLE,2016,56.937
701,Singapore,SGP,2016,82.84634146
702,Sint Maarten (Dutch part),SXM,2016,75.952
703,Slovak Republic,SVK,2016,77.16585366
704,Slovenia,SVN,2016,81.17560976
705,Solomon Islands,SLB,2016,69.501
706,"Somalia, Fed. Rep.",SOM,2016,55.283
707,South Africa,ZAF,2016,64.749
708,South Sudan,SSD,2016,36.72
709,Spain,ESP,2016,83.32926829
710,Sri Lanka,LKA,2016,76.136
711,St. Kitts and Nevis,KNA,2016,71.227
712,St. Lucia,LCA,2016,72.552
713,St. Martin (French part),MAF,2016,79.885
714,St. Vincent and the Grenadines,VCT,2016,70.7
715,Sudan,SDN,2016,64.677
716,Suriname,SUR,2016,70.979
717,Sweden,SWE,2016,82.30731707
718,Switzerland,CHE,2016,83.60243902
719,Syrian Arab Republic,SYR,2016,65.19
720,Tajikistan,TJK,2016,69.982
721,Tanzania,TZA,2016,64.404
722,Thailand,THA,2016,76.769
723,Timor-Leste,TLS,2016,65.61
724,Togo,TGO,2016,59.677
725,Tonga,TON,2016,71.951
726,Trinidad and Tobago,TTO,2016,72.935
727,Tunisia,TUN,2016,75.007
728,Turkiye,TUR,2016,76.595
729,Turkmenistan,TKM,2016,69.142
730,Turks and Caicos Islands,TCA,2016,77.437
731,Tuvalu,TUV,2016,65.51
732,Uganda,UGA,2016,64.494
733,Ukraine,UKR,2016,73.389
734,United Arab Emirates,ARE,2016,82.195
735,United Kingdom,GBR,2016,81.15609756
736,United States,USA,2016,78.53902439
737,Uruguay,URY,2016,77.351
738,Uzbekistan,UZB,2016,71.58
739,Vanuatu,VUT,2016,70.397
740,"Venezuela, RB",VEN,2016,72.002
741,Viet Nam,VNM,2016,73.984
742,Virgin Islands (U.S.),VIR,2016,79.16829268
743,West Bank and Gaza,PSE,2016,74.917
744,"Yemen, Rep.",YEM,2016,67.105
745,Zambia,ZMB,2016,61.129
746,Zimbabwe,ZWE,2016,59.76
747,Africa Eastern and Southern,AFE,2016,62.16798132
748,Africa Western and Central,AFW,2016,56.3875628
749,Arab World,ARB,2016,70.89648812
750,Caribbean small states,CSS,2016,72.05163612
751,Central Europe and the Baltics,CEB,2016,76.97030623
752,Early-demographic dividend,EAR,2016,69.94848371
753,East Asia & Pacific,EAS,2016,75.98701667
754,East Asia & Pacific (excluding high income),EAP,2016,75.15591177
755,East Asia & Pacific (IDA & IBRD countries),TEA,2016,75.183227
756,Euro area,EMU,2016,81.76810519
757,Europe & Central Asia,ECS,2016,77.68127784
758,Europe & Central Asia (excluding high income),ECA,2016,74.03137691
759,Europe & Central Asia (IDA & IBRD countries),TEC,2016,73.69021098
760,European Union,EUU,2016,80.9529786
761,Heavily indebted poor countries (HIPC),HPC,2016,62.00591422
762,High income,HIC,2016,79.72431107
763,IBRD only,IBD,2016,73.2592309
764,IDA & IBRD total,IBT,2016,70.61517926
765,IDA blend,IDB,2016,60.57616645
766,IDA only,IDX,2016,64.31307502
767,IDA total,IDA,2016,62.99331973
768,Late-demographic dividend,LTE,2016,76.29289972
769,Latin America & Caribbean,LCN,2016,74.67748488
770,Latin America & Caribbean (excluding high income),LAC,2016,74.39816171
771,Latin America & the Caribbean (IDA & IBRD countries),TLA,2016,74.58947943
772,Least developed countries: UN classification,LDC,2016,63.72649242
773,Low & middle income,LMY,2016,70.50234494
774,Low income,LIC,2016,61.91533731
775,Lower middle income,LMC,2016,67.30849561
776,"Middle East, North Africa, Afghanistan & Pakistan",MEA,2016,70.42886352
777,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2016,69.53283764
778,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2016,69.49618264
779,Middle income,MIC,2016,71.43002757
780,North America,NAC,2016,78.88001038
781,Not classified,INX,2016,..
782,OECD members,OED,2016,79.89142175
783,Other small states,OSS,2016,71.77073419
784,Pacific island small states,PSS,2016,68.28565086
785,Post-demographic dividend,PST,2016,80.61119945
786,Pre-demographic dividend,PRE,2016,59.2361027
787,Small states,SST,2016,71.37355076
788,South Asia,SAS,2016,69.91847071
789,South Asia (IDA & IBRD),TSA,2016,69.91847071
790,Sub-Saharan Africa,SSF,2016,59.81224436
791,Sub-Saharan Africa (excluding high income),SSA,2016,59.81093971
792,Sub-Saharan Africa (IDA & IBRD countries),TSS,2016,59.81224436
793,Upper middle income,UMC,2016,75.0906549
794,World,WLD,2016,72.1858229
795,Afghanistan,AFG,2017,62.406
796,Albania,ALB,2017,78.9
797,Algeria,DZA,2017,75.431
798,American Samoa,ASM,2017,72.801
799,Andorra,AND,2017,84.359
800,Angola,AGO,2017,62.122
801,Antigua and Barbuda,ATG,2017,77.03
802,Argentina,ARG,2017,76.543
803,Armenia,ARM,2017,75.21707317
804,Aruba,ABW,2017,75.62
805,Australia,AUS,2017,82.5
806,Austria,AUT,2017,81.64390244
807,Azerbaijan,AZE,2017,72.694
808,"Bahamas, The",BHS,2017,74.031
809,Bahrain,BHR,2017,80.407
810,Bangladesh,BGD,2017,71.606
811,Barbados,BRB,2017,76.237
812,Belarus,BLR,2017,74.12926829
813,Belgium,BEL,2017,81.49268293
814,Belize,BLZ,2017,72.062
815,Benin,BEN,2017,59.528
816,Bermuda,BMU,2017,80.686
817,Bhutan,BTN,2017,71.413
818,Bolivia,BOL,2017,67.536
819,Bosnia and Herzegovina,BIH,2017,77.385
820,Botswana,BWA,2017,65.42
821,Brazil,BRA,2017,75.383
822,British Virgin Islands,VGB,2017,75.67
823,Brunei Darussalam,BRN,2017,74.943
824,Bulgaria,BGR,2017,74.81463415
825,Burkina Faso,BFA,2017,59.578
826,Burundi,BDI,2017,61.345
827,Cabo Verde,CPV,2017,74.71
828,Cambodia,KHM,2017,69.842
829,Cameroon,CMR,2017,60.817
830,Canada,CAN,2017,81.80780488
831,Cayman Islands,CYM,2017,78.615
832,Central African Republic,CAF,2017,45.231
833,Chad,TCD,2017,51.875
834,Channel Islands,CHI,2017,81
835,Chile,CHL,2017,80.61
836,China,CHN,2017,77.235
837,Colombia,COL,2017,76.418
838,Comoros,COM,2017,65.127
839,"Congo, Dem. Rep.",COD,2017,59.495
840,"Congo, Rep.",COG,2017,64.203
841,Costa Rica,CRI,2017,79.994
842,Cote d'Ivoire,CIV,2017,59.315
843,Croatia,HRV,2017,77.72682927
844,Cuba,CUB,2017,77.3
845,Curacao,CUW,2017,76.423
846,Cyprus,CYP,2017,81.543
847,Czechia,CZE,2017,78.97804878
848,Denmark,DNK,2017,81.10243902
849,Djibouti,DJI,2017,63.71
850,Dominica,DMA,2017,68.62
851,Dominican Republic,DOM,2017,73.37
852,Ecuador,ECU,2017,76.22
853,"Egypt, Arab Rep.",EGY,2017,70.709
854,El Salvador,SLV,2017,71.007
855,Equatorial Guinea,GNQ,2017,61.481
856,Eritrea,ERI,2017,66.612
857,Estonia,EST,2017,78.09268293
858,Eswatini,SWZ,2017,57.574
859,Ethiopia,ETH,2017,64.766
860,Faroe Islands,FRO,2017,82.10629268
861,Fiji,FJI,2017,67.06
862,Finland,FIN,2017,81.63170732
863,France,FRA,2017,82.57560976
864,French Polynesia,PYF,2017,82.774
865,Gabon,GAB,2017,66.816
866,"Gambia, The",GMB,2017,63.708
867,Georgia,GEO,2017,73.435
868,Germany,DEU,2017,80.99268293
869,Ghana,GHA,2017,63.829
870,Gibraltar,GIB,2017,82.858
871,Greece,GRC,2017,81.28780488
872,Greenland,GRL,2017,71.25634146
873,Grenada,GRD,2017,74.977
874,Guam,GUM,2017,76.463
875,Guatemala,GTM,2017,71.583
876,Guinea,GIN,2017,58.715
877,Guinea-Bissau,GNB,2017,61.148
878,Guyana,GUY,2017,68.543
879,Haiti,HTI,2017,63.832
880,Honduras,HND,2017,71.805
881,"Hong Kong SAR, China",HKG,2017,84.69560976
882,Hungary,HUN,2017,75.81707317
883,Iceland,ISL,2017,82.66097561
884,India,IND,2017,70.068
885,Indonesia,IDN,2017,69.953
886,"Iran, Islamic Rep.",IRN,2017,76.396
887,Iraq,IRQ,2017,69.788
888,Ireland,IRL,2017,82.15609756
889,Isle of Man,IMN,2017,80.506
890,Israel,ISR,2017,82.55121951
891,Italy,ITA,2017,82.94634146
892,Jamaica,JAM,2017,71.879
893,Japan,JPN,2017,84.0997561
894,Jordan,JOR,2017,76.071
895,Kazakhstan,KAZ,2017,72.996
896,Kenya,KEN,2017,62.725
897,Kiribati,KIR,2017,65.787
898,"Korea, Dem. People's Rep.",PRK,2017,73.034
899,"Korea, Rep.",KOR,2017,82.62682927
900,Kosovo,XKX,2017,77.105
901,Kuwait,KWT,2017,79.91607317
902,Kyrgyz Republic,KGZ,2017,71.2
903,Lao PDR,LAO,2017,67.345
904,Latvia,LVA,2017,74.62926829
905,Lebanon,LBN,2017,78.192
906,Lesotho,LSO,2017,53.874
907,Liberia,LBR,2017,60.777
908,Libya,LBY,2017,72.721
909,Liechtenstein,LIE,2017,83.74634146
910,Lithuania,LTU,2017,75.4804878
911,Luxembourg,LUX,2017,82.09512195
912,"Macao SAR, China",MAC,2017,83.52682927
913,Madagascar,MDG,2017,63.433
914,Malawi,MWI,2017,63.914
915,Malaysia,MYS,2017,75.542
916,Maldives,MDV,2017,79.228
917,Mali,MLI,2017,58.562
918,Malta,MLT,2017,82.19512195
919,Marshall Islands,MHL,2017,65.673
920,Mauritania,MRT,2017,67.088
921,Mauritius,MUS,2017,74.51463415
922,Mexico,MEX,2017,74.261
923,"Micronesia, Fed. Sts.",FSM,2017,65.761
924,Moldova,MDA,2017,70.375
925,Monaco,MCO,2017,85.878
926,Mongolia,MNG,2017,70.54341463
927,Montenegro,MNE,2017,76.68536585
928,Morocco,MAR,2017,73.608
929,Mozambique,MOZ,2017,60.148
930,Myanmar,MMR,2017,65.909
931,Namibia,NAM,2017,61.661
932,Nauru,NRU,2017,61.101
933,Nepal,NPL,2017,68.74
934,Netherlands,NLD,2017,81.76097561
935,New Caledonia,NCL,2017,77.504
936,New Zealand,NZL,2017,81.85853659
937,Nicaragua,NIC,2017,73.389
938,Niger,NER,2017,59.524
939,Nigeria,NGA,2017,52.397
940,North Macedonia,MKD,2017,75.95365854
941,Northern Mariana Islands,MNP,2017,77.47
942,Norway,NOR,2017,82.6097561
943,Oman,OMN,2017,79.748
944,Pakistan,PAK,2017,66.223
945,Palau,PLW,2017,69.019
946,Panama,PAN,2017,77.901
947,Papua New Guinea,PNG,2017,64.923
948,Paraguay,PRY,2017,73.45
949,Peru,PER,2017,75.958
950,Philippines,PHL,2017,69.966
951,Poland,POL,2017,77.75365854
952,Portugal,PRT,2017,81.42439024
953,Puerto Rico (US),PRI,2017,79.07
954,Qatar,QAT,2017,82.458
955,Romania,ROU,2017,75.2097561
956,Russian Federation,RUS,2017,72.45146341
957,Rwanda,RWA,2017,66.14
958,Samoa,WSM,2017,70.991
959,San Marino,SMR,2017,84.933
960,Sao Tome and Principe,STP,2017,67.074
961,Saudi Arabia,SAU,2017,78.721
962,Senegal,SEN,2017,67.059
963,Serbia,SRB,2017,75.53902439
964,Seychelles,SYC,2017,74.3
965,Sierra Leone,SLE,2017,57.761
966,Singapore,SGP,2017,83.09512195
967,Sint Maarten (Dutch part),SXM,2017,75.455
968,Slovak Republic,SVK,2017,77.16585366
969,Slovenia,SVN,2017,81.02926829
970,Solomon Islands,SLB,2017,69.652
971,"Somalia, Fed. Rep.",SOM,2017,52.19
972,South Africa,ZAF,2017,65.422
973,South Sudan,SSD,2017,35.351
974,Spain,ESP,2017,83.28292683
975,Sri Lanka,LKA,2017,76.239
976,St. Kitts and Nevis,KNA,2017,71.284
977,St. Lucia,LCA,2017,72.522
978,St. Martin (French part),MAF,2017,78.762
979,St. Vincent and the Grenadines,VCT,2017,71.013
980,Sudan,SDN,2017,65.146
981,Suriname,SUR,2017,71.247
982,Sweden,SWE,2017,82.4097561
983,Switzerland,CHE,2017,83.55121951
984,Syrian Arab Republic,SYR,2017,65.651
985,Tajikistan,TJK,2017,70.524
986,Tanzania,TZA,2017,64.963
987,Thailand,THA,2017,76.989
988,Timor-Leste,TLS,2017,65.898
989,Togo,TGO,2017,60.145
990,Tonga,TON,2017,72.066
991,Trinidad and Tobago,TTO,2017,72.984
992,Tunisia,TUN,2017,75.177
993,Turkiye,TUR,2017,77.037
994,Turkmenistan,TKM,2017,69.19
995,Turks and Caicos Islands,TCA,2017,77.505
996,Tuvalu,TUV,2017,65.683
997,Uganda,UGA,2017,65.174
998,Ukraine,UKR,2017,73.993
999,United Arab Emirates,ARE,2017,82.388
1000,United Kingdom,GBR,2017,81.25609756
1001,United States,USA,2017,78.53902439
1002,Uruguay,URY,2017,77.618
1003,Uzbekistan,UZB,2017,71.737
1004,Vanuatu,VUT,2017,70.5
1005,"Venezuela, RB",VEN,2017,71.903
1006,Viet Nam,VNM,2017,74.026
1007,Virgin Islands (U.S.),VIR,2017,79.36829268
1008,West Bank and Gaza,PSE,2017,75.216
1009,"Yemen, Rep.",YEM,2017,67.12
1010,Zambia,ZMB,2017,61.564
1011,Zimbabwe,ZWE,2017,60.263
1012,Africa Eastern and Southern,AFE,2017,62.5912751
1013,Africa Western and Central,AFW,2017,56.62076423
1014,Arab World,ARB,2017,71.11285601
1015,Caribbean small states,CSS,2017,72.17310416
1016,Central Europe and the Baltics,CEB,2017,76.92978872
1017,Early-demographic dividend,EAR,2017,70.27299494
1018,East Asia & Pacific,EAS,2017,76.07899236
1019,East Asia & Pacific (excluding high income),EAP,2017,75.23967149
1020,East Asia & Pacific (IDA & IBRD countries),TEA,2017,75.26716402
1021,Euro area,EMU,2017,81.74702042
1022,Europe & Central Asia,ECS,2017,77.89900783
1023,Europe & Central Asia (excluding high income),ECA,2017,74.4033539
1024,Europe & Central Asia (IDA & IBRD countries),TEC,2017,74.13186818
1025,European Union,EUU,2017,80.93015117
1026,Heavily indebted poor countries (HIPC),HPC,2017,62.3173414
1027,High income,HIC,2017,79.85362338
1028,IBRD only,IBD,2017,73.48576078
1029,IDA & IBRD total,IBT,2017,70.83211341
1030,IDA blend,IDB,2017,60.81839291
1031,IDA only,IDX,2017,64.61295283
1032,IDA total,IDA,2017,63.27511349
1033,Late-demographic dividend,LTE,2017,76.41743435
1034,Latin America & Caribbean,LCN,2017,74.83180879
1035,Latin America & Caribbean (excluding high income),LAC,2017,74.55633626
1036,Latin America & the Caribbean (IDA & IBRD countries),TLA,2017,74.76141014
1037,Least developed countries: UN classification,LDC,2017,64.03688174
1038,Low & middle income,LMY,2017,70.70832943
1039,Low income,LIC,2017,62.16521805
1040,Lower middle income,LMC,2017,67.62393254
1041,"Middle East, North Africa, Afghanistan & Pakistan",MEA,2017,70.70965927
1042,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2017,69.81413164
1043,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2017,69.77724095
1044,Middle income,MIC,2017,71.64599264
1045,North America,NAC,2017,78.86828828
1046,Not classified,INX,2017,..
1047,OECD members,OED,2017,79.93091756
1048,Other small states,OSS,2017,72.1178743
1049,Pacific island small states,PSS,2017,68.5192875
1050,Post-demographic dividend,PST,2017,80.66482145
1051,Pre-demographic dividend,PRE,2017,59.5398409
1052,Small states,SST,2017,71.65187524
1053,South Asia,SAS,2017,70.29047234
1054,South Asia (IDA & IBRD),TSA,2017,70.29047234
1055,Sub-Saharan Africa,SSF,2017,60.15848521
1056,Sub-Saharan Africa (excluding high income),SSA,2017,60.15723038
1057,Sub-Saharan Africa (IDA & IBRD countries),TSS,2017,60.15848521
1058,Upper middle income,UMC,2017,75.2402307
1059,World,WLD,2017,72.36629676
1060,Afghanistan,AFG,2018,62.443
1061,Albania,ALB,2018,79.238
1062,Algeria,DZA,2018,75.555
1063,American Samoa,ASM,2018,72.794
1064,Andorra,AND,2018,84.242
1065,Angola,AGO,2018,62.622
1066,Antigua and Barbuda,ATG,2018,77.132
1067,Argentina,ARG,2018,76.77
1068,Armenia,ARM,2018,75.6195122
1069,Aruba,ABW,2018,75.88
1070,Australia,AUS,2018,82.74878049
1071,Austria,AUT,2018,81.69268293
1072,Azerbaijan,AZE,2018,73.016
1073,"Bahamas, The",BHS,2018,74.062
1074,Bahrain,BHR,2018,80.412
1075,Bangladesh,BGD,2018,72.122
1076,Barbados,BRB,2018,76.378
1077,Belarus,BLR,2018,74.17560976
1078,Belgium,BEL,2018,81.59512195
1079,Belize,BLZ,2018,72.322
1080,Benin,BEN,2018,59.71
1081,Bermuda,BMU,2018,80.986
1082,Bhutan,BTN,2018,71.711
1083,Bolivia,BOL,2018,67.699
1084,Bosnia and Herzegovina,BIH,2018,77.942
1085,Botswana,BWA,2018,66.371
1086,Brazil,BRA,2018,75.633
1087,British Virgin Islands,VGB,2018,76.728
1088,Brunei Darussalam,BRN,2018,74.992
1089,Bulgaria,BGR,2018,74.96341463
1090,Burkina Faso,BFA,2018,59.972
1091,Burundi,BDI,2018,61.806
1092,Cabo Verde,CPV,2018,74.84
1093,Cambodia,KHM,2018,69.993
1094,Cameroon,CMR,2018,61.189
1095,Canada,CAN,2018,81.80365854
1096,Cayman Islands,CYM,2018,78.835
1097,Central African Republic,CAF,2018,52.297
1098,Chad,TCD,2018,52.447
1099,Channel Islands,CHI,2018,81.1
1100,Chile,CHL,2018,80.559
1101,China,CHN,2018,77.709
1102,Colombia,COL,2018,76.579
1103,Comoros,COM,2018,65.401
1104,"Congo, Dem. Rep.",COD,2018,59.926
1105,"Congo, Rep.",COG,2018,64.472
1106,Costa Rica,CRI,2018,80.09
1107,Cote d'Ivoire,CIV,2018,59.795
1108,Croatia,HRV,2018,77.9195122
1109,Cuba,CUB,2018,77.426
1110,Curacao,CUW,2018,76.493
1111,Cyprus,CYP,2018,81.556
1112,Czechia,CZE,2018,79.02926829
1113,Denmark,DNK,2018,80.95365854
1114,Djibouti,DJI,2018,64.105
1115,Dominica,DMA,2018,71.378
1116,Dominican Republic,DOM,2018,73.555
1117,Ecuador,ECU,2018,77.248
1118,"Egypt, Arab Rep.",EGY,2018,70.974
1119,El Salvador,SLV,2018,71.384
1120,Equatorial Guinea,GNQ,2018,61.915
1121,Eritrea,ERI,2018,66.979
1122,Estonia,EST,2018,78.24390244
1123,Eswatini,SWZ,2018,58.707
1124,Ethiopia,ETH,2018,65.257
1125,Faroe Islands,FRO,2018,82.24860244
1126,Fiji,FJI,2018,66.965
1127,Finland,FIN,2018,81.73414634
1128,France,FRA,2018,82.67560976
1129,French Polynesia,PYF,2018,82.985
1130,Gabon,GAB,2018,67.043
1131,"Gambia, The",GMB,2018,64.034
1132,Georgia,GEO,2018,73.985
1133,Germany,DEU,2018,80.89268293
1134,Ghana,GHA,2018,64.138
1135,Gibraltar,GIB,2018,83.028
1136,Greece,GRC,2018,81.78780488
1137,Greenland,GRL,2018,71.36097561
1138,Grenada,GRD,2018,74.957
1139,Guam,GUM,2018,76.561
1140,Guatemala,GTM,2018,71.496
1141,Guinea,GIN,2018,59.043
1142,Guinea-Bissau,GNB,2018,61.652
1143,Guyana,GUY,2018,68.829
1144,Haiti,HTI,2018,64.077
1145,Honduras,HND,2018,72.001
1146,"Hong Kong SAR, China",HKG,2018,84.8697561
1147,Hungary,HUN,2018,76.06585366
1148,Iceland,ISL,2018,82.86097561
1149,India,IND,2018,70.415
1150,Indonesia,IDN,2018,70.08
1151,"Iran, Islamic Rep.",IRN,2018,76.621
1152,Iraq,IRQ,2018,71.116
1153,Ireland,IRL,2018,82.20487805
1154,Isle of Man,IMN,2018,80.614
1155,Israel,ISR,2018,82.80243902
1156,Italy,ITA,2018,83.34634146
1157,Jamaica,JAM,2018,71.606
1158,Japan,JPN,2018,84.21097561
1159,Jordan,JOR,2018,76.491
1160,Kazakhstan,KAZ,2018,73.369
1161,Kenya,KEN,2018,62.825
1162,Kiribati,KIR,2018,65.807
1163,"Korea, Dem. People's Rep.",PRK,2018,73.02
1164,"Korea, Rep.",KOR,2018,82.62682927
1165,Kosovo,XKX,2018,77.117
1166,Kuwait,KWT,2018,80.10636585
1167,Kyrgyz Republic,KGZ,2018,71.4
1168,Lao PDR,LAO,2018,67.594
1169,Latvia,LVA,2018,74.78292683
1170,Lebanon,LBN,2018,78.263
1171,Lesotho,LSO,2018,54.638
1172,Liberia,LBR,2018,60.999
1173,Libya,LBY,2018,73.151
1174,Liechtenstein,LIE,2018,83.04146341
1175,Lithuania,LTU,2018,75.6804878
1176,Luxembourg,LUX,2018,82.29512195
1177,"Macao SAR, China",MAC,2018,83.67804878
1178,Madagascar,MDG,2018,63.491
1179,Malawi,MWI,2018,64.464
1180,Malaysia,MYS,2018,75.734
1181,Maldives,MDV,2018,79.433
1182,Mali,MLI,2018,58.873
1183,Malta,MLT,2018,82.24878049
1184,Marshall Islands,MHL,2018,65.87
1185,Mauritania,MRT,2018,67.419
1186,Mauritius,MUS,2018,74.41634146
1187,Mexico,MEX,2018,74.301
1188,"Micronesia, Fed. Sts.",FSM,2018,65.943
1189,Moldova,MDA,2018,70.236
1190,Monaco,MCO,2018,86.084
1191,Mongolia,MNG,2018,70.82707317
1192,Montenegro,MNE,2018,77.88536585
1193,Morocco,MAR,2018,73.946
1194,Mozambique,MOZ,2018,60.79
1195,Myanmar,MMR,2018,66.232
1196,Namibia,NAM,2018,62.579
1197,Nauru,NRU,2018,61.238
1198,Nepal,NPL,2018,69.036
1199,Netherlands,NLD,2018,81.81219512
1200,New Caledonia,NCL,2018,77.557
1201,New Zealand,NZL,2018,81.70731707
1202,Nicaragua,NIC,2018,73.879
1203,Niger,NER,2018,59.765
1204,Nigeria,NGA,2018,52.669
1205,North Macedonia,MKD,2018,76.64878049
1206,Northern Mariana Islands,MNP,2018,77.51
1207,Norway,NOR,2018,82.75853659
1208,Oman,OMN,2018,79.864
1209,Pakistan,PAK,2018,66.481
1210,Palau,PLW,2018,68.989
1211,Panama,PAN,2018,78.266
1212,Papua New Guinea,PNG,2018,65.114
1213,Paraguay,PRY,2018,73.627
1214,Peru,PER,2018,76.018
1215,Philippines,PHL,2018,69.761
1216,Poland,POL,2018,77.60243902
1217,Portugal,PRT,2018,81.32439024
1218,Puerto Rico (US),PRI,2018,81.086
1219,Qatar,QAT,2018,82.714
1220,Romania,ROU,2018,75.35853659
1221,Russian Federation,RUS,2018,72.66219512
1222,Rwanda,RWA,2018,66.354
1223,Samoa,WSM,2018,71.052
1224,San Marino,SMR,2018,85.095
1225,Sao Tome and Principe,STP,2018,67.602
1226,Saudi Arabia,SAU,2018,78.75
1227,Senegal,SEN,2018,67.379
1228,Serbia,SRB,2018,75.8902439
1229,Seychelles,SYC,2018,72.84146341
1230,Sierra Leone,SLE,2018,59.059
1231,Singapore,SGP,2018,83.29756098
1232,Sint Maarten (Dutch part),SXM,2018,75.693
1233,Slovak Republic,SVK,2018,77.26585366
1234,Slovenia,SVN,2018,81.37804878
1235,Solomon Islands,SLB,2018,69.806
1236,"Somalia, Fed. Rep.",SOM,2018,54.767
1237,South Africa,ZAF,2018,65.726
1238,South Sudan,SSD,2018,51.905
1239,Spain,ESP,2018,83.43170732
1240,Sri Lanka,LKA,2018,76.485
1241,St. Kitts and Nevis,KNA,2018,71.336
1242,St. Lucia,LCA,2018,72.655
1243,St. Martin (French part),MAF,2018,80.029
1244,St. Vincent and the Grenadines,VCT,2018,71.017
1245,Sudan,SDN,2018,65.501
1246,Suriname,SUR,2018,71.468
1247,Sweden,SWE,2018,82.55853659
1248,Switzerland,CHE,2018,83.75365854
1249,Syrian Arab Republic,SYR,2018,67.371
1250,Tajikistan,TJK,2018,70.737
1251,Tanzania,TZA,2018,65.488
1252,Thailand,THA,2018,77.19
1253,Timor-Leste,TLS,2018,66.204
1254,Togo,TGO,2018,60.608
1255,Tonga,TON,2018,72.169
1256,Trinidad and Tobago,TTO,2018,72.658
1257,Tunisia,TUN,2018,75.37
1258,Turkiye,TUR,2018,77.454
1259,Turkmenistan,TKM,2018,69.272
1260,Turks and Caicos Islands,TCA,2018,77.596
1261,Tuvalu,TUV,2018,65.871
1262,Uganda,UGA,2018,65.775
1263,Ukraine,UKR,2018,73.569
1264,United Arab Emirates,ARE,2018,82.449
1265,United Kingdom,GBR,2018,81.25609756
1266,United States,USA,2018,78.63902439
1267,Uruguay,URY,2018,77.527
1268,Uzbekistan,UZB,2018,71.999
1269,Vanuatu,VUT,2018,70.626
1270,"Venezuela, RB",VEN,2018,72.641
1271,Viet Nam,VNM,2018,74.1
1272,Virgin Islands (U.S.),VIR,2018,79.5195122
1273,West Bank and Gaza,PSE,2018,75.38
1274,"Yemen, Rep.",YEM,2018,65.915
1275,Zambia,ZMB,2018,62.138
1276,Zimbabwe,ZWE,2018,60.906
1277,Africa Eastern and Southern,AFE,2018,63.33069136
1278,Africa Western and Central,AFW,2018,57.03077113
1279,Arab World,ARB,2018,71.43129979
1280,Caribbean small states,CSS,2018,72.2210854
1281,Central Europe and the Baltics,CEB,2018,76.97643808
1282,Early-demographic dividend,EAR,2018,70.54866599
1283,East Asia & Pacific,EAS,2018,76.39142294
1284,East Asia & Pacific (excluding high income),EAP,2018,75.57828618
1285,East Asia & Pacific (IDA & IBRD countries),TEA,2018,75.61012415
1286,Euro area,EMU,2018,81.86763739
1287,Europe & Central Asia,ECS,2018,78.03026288
1288,Europe & Central Asia (excluding high income),ECA,2018,74.59279892
1289,Europe & Central Asia (IDA & IBRD countries),TEC,2018,74.2976622
1290,European Union,EUU,2018,81.03034252
1291,Heavily indebted poor countries (HIPC),HPC,2018,62.80080518
1292,High income,HIC,2018,79.9659745
1293,IBRD only,IBD,2018,73.79494395
1294,IDA & IBRD total,IBT,2018,71.15431169
1295,IDA blend,IDB,2018,61.07405428
1296,IDA only,IDX,2018,65.1762396
1297,IDA total,IDA,2018,63.73242681
1298,Late-demographic dividend,LTE,2018,76.77814894
1299,Latin America & Caribbean,LCN,2018,75.0527172
1300,Latin America & Caribbean (excluding high income),LAC,2018,74.77844677
1301,Latin America & the Caribbean (IDA & IBRD countries),TLA,2018,74.9760978
1302,Least developed countries: UN classification,LDC,2018,64.60542939
1303,Low & middle income,LMY,2018,71.03770856
1304,Low income,LIC,2018,62.88106636
1305,Lower middle income,LMC,2018,67.94144322
1306,"Middle East, North Africa, Afghanistan & Pakistan",MEA,2018,70.94032135
1307,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2018,70.0733669
1308,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2018,70.03684444
