Tuvalu,TUV,61.643,63.536,65.51,65.683,65.871,66.109,66.357,65.824,66.852,67.105,67.259
Uganda,UGA,47.561,49.64,64.494,65.174,65.775,66.354,66.41,66.45,67.675,68.252,68.487
Ukraine,UKR,70.354,67.786,73.389,73.993,73.569,73.92,73.283,71.631,72.658,73.422,74.692
United Arab Emirates,ARE,71.074,76.347,82.195,82.388,82.449,82.596,81.936,79.083,80.487,82.909,83.069
United Kingdom,GBR,75.8804878,77.74146341,81.15609756,81.25609756,81.25609756,81.36912195,80.3317561,80.64731707,81.01121951,81.23809756,81.38685366
United States,USA,75.21463415,76.63658537,78.53902439,78.53902439,78.63902439,78.78780488,76.9804878,76.32926829,77.43414634,78.38536585,78.8902439
Uruguay,URY,72.994,74.693,77.351,77.618,77.527,77.503,78.381,75.434,76.468,78.138,78.287
Uzbekistan,UZB,65.772,65.456,71.58,71.737,71.999,72.093,71.461,71.681,72.147,72.388,72.528
Vanuatu,VUT,66.684,68.586,70.397,70.5,70.626,70.783,70.385,69.952,71.302,71.477,71.654
"Venezuela, RB",VEN,70.964,72.388,72.002,71.903,72.641,72.766,72.369,71.536,72.566,72.514,72.673
Viet Nam,VNM,69.027,72.746,73.984,74.026,74.1,74.211,75.383,74.145,74.502,74.588,74.736
Virgin Islands (U.S.),VIR,70.67997561,76.6195122,79.16829268,79.36829268,79.5195122,79.66829268,79.8195122,80.06829268,80.3195122,80.5195122,80.77073171
West Bank and Gaza,PSE,67.803,70.298,74.917,75.216,75.38,75.811,74.998,73.89,76.662,65.17,69.213
"Yemen, Rep.",YEM,58.528,62.761,67.105,67.12,65.915,66.567,66.435,66.019,67.952,69.295,69.439
Zambia,ZMB,48.204,46.577,61.129,61.564,62.138,62.914,63.361,62.363,65.279,66.349,66.528
Zimbabwe,ZWE,58.319,46.034,59.76,60.263,60.906,61.06,61.53,60.135,62.36,62.775,63.064
Africa Eastern and Southern,AFE,51.09632645,52.55734186,62.16798132,62.5912751,63.33069136,63.85726128,63.766484,62.97999919,64.48715179,65.14622792,65.34993047
Africa Western and Central,AFW,48.45115887,50.29260517,56.3875628,56.62076423,57.03077113,57.14282681,57.35770914,57.35501505,57.97899547,58.84748338,59.04153801
Arab World,ARB,62.75597273,66.89069989,70.89648812,71.11285601,71.43129979,71.83989327,70.72655881,70.40411449,71.8760956,72.44467836,72.72180503
Caribbean small states,CSS,67.04515051,68.39767583,72.05163612,72.17310416,72.2210854,72.12926048,71.93943593,69.92281075,72.83229211,73.171645,73.31266713
Central Europe and the Baltics,CEB,70.65633134,72.71972472,76.97030623,76.92978872,76.97643808,77.26591419,76.01627013,74.72328279,76.65229873,77.75803847,77.91809515
Early-demographic dividend,EAR,60.63832613,64.21960983,69.94848371,70.27299494,70.54866599,70.84240646,69.88013085,68.17909948,71.43045525,71.79624498,72.00811907
East Asia & Pacific,EAS,68.28254926,71.70283232,75.98701667,76.07899236,76.39142294,76.5862413,76.54339469,76.15294132,76.67671671,76.65720211,76.73789372
East Asia & Pacific (excluding high income),EAP,67.15058425,70.73570716,75.15591177,75.23967149,75.57828618,75.76896903,75.69763933,75.27814184,75.93254094,75.88068309,75.95931617
East Asia & Pacific (IDA & IBRD countries),TEA,67.10594182,70.86508266,75.183227,75.26716402,75.61012415,75.80428772,75.73384971,75.30098061,75.96103475,75.90856436,75.98695662
Euro area,EMU,75.70557501,78.0398702,81.76810519,81.74702042,81.86763739,82.14610114,81.33669278,81.39312031,81.48694737,82.13789561,82.24687003
Europe & Central Asia,ECS,72.19438766,73.11371239,77.68127784,77.89900783,78.03026288,78.30386163,77.17547691,76.72862085,77.83456513,78.3912342,78.59761619
Europe & Central Asia (excluding high income),ECA,68.20788504,68.85705319,74.03137691,74.4033539,74.59279892,74.81583406,73.55368687,72.88237621,74.57316842,74.79014163,75.142279
