Europe & Central Asia (IDA & IBRD countries),TEC,68.87384724,68.36657975,73.69021098,74.13186818,74.2976622,74.59094626,73.14925125,72.15064068,74.18836548,74.69773248,74.96545573
European Union,EUU,74.70253996,77.07824508,80.9529786,80.93015117,81.03034252,81.31945249,80.44147547,80.30719598,80.71332619,81.42493295,81.56084661
Heavily indebted poor countries (HIPC),HPC,49.66901191,53.00160537,62.00591422,62.3173414,62.80080518,63.09193848,63.07481807,62.53275893,63.84223705,64.71824572,64.92039789
High income,HIC,74.47387326,76.04175687,79.72431107,79.85362338,79.9659745,80.19926153,79.20414104,78.79815487,79.42686097,80.14968026,80.39387479
IBRD only,IBD,65.10827213,68.28696493,73.2592309,73.48576078,73.79494395,74.03127189,73.2951357,71.97420338,74.25128211,74.51797646,74.67287464
IDA & IBRD total,IBT,62.77326359,65.65687645,70.61517926,70.83211341,71.15431169,71.39525283,70.75012133,69.66909475,71.67900958,71.99999282,72.13413611
IDA blend,IDB,54.96649734,55.5992723,60.57616645,60.81839291,61.07405428,61.32599738,60.81800661,60.87653574,62.12886414,62.46216433,62.61994079
IDA only,IDX,52.81022915,56.84320273,64.31307502,64.61295283,65.1762396,65.58627511,65.41485022,64.87933952,66.36349834,67.05759577,67.24629312
IDA total,IDA,53.55053295,56.41049893,62.99331973,63.27511349,63.73242681,64.09002912,63.80367074,63.4785278,64.88371789,65.45506608,65.63666281
Late-demographic dividend,LTE,68.24311406,71.28530769,76.29289972,76.41743435,76.77814894,76.99796063,76.69356381,76.30601373,76.95436733,77.12405374,77.23296595
Latin America & Caribbean,LCN,67.50660519,70.8691415,74.67748488,74.83180879,75.0527172,75.20425987,73.18893678,71.81417646,74.64720962,75.64352734,75.81791
Latin America & Caribbean (excluding high income),LAC,67.12894307,70.54989863,74.39816171,74.55633626,74.77844677,74.94154129,72.85214914,71.44225111,74.40131203,75.36196581,75.53620049
Latin America & the Caribbean (IDA & IBRD countries),TLA,67.29804321,70.71841023,74.58947943,74.76141014,74.9760978,75.13197115,73.07474936,71.74492746,74.56842935,75.56992584,75.74473055
Least developed countries: UN classification,LDC,51.03906841,55.40131099,63.72649242,64.03688174,64.60542939,64.97562104,64.83550128,64.26990577,65.76632867,66.51962632,66.70904462
Low & middle income,LMY,62.41917184,65.50264691,70.50234494,70.70832943,71.03770856,71.27519362,70.66882888,69.59947261,71.59906301,71.88724009,72.0240127
Low income,LIC,50.22431207,53.56582668,61.91533731,62.16521805,62.88106636,63.34236447,63.39851238,62.91622899,64.08248695,65.03568342,65.23684807
Lower middle income,LMC,57.68607072,61.06760398,67.30849561,67.62393254,67.94144322,68.23628416,67.6210997,66.00707233,69.03024731,69.32824451,69.52434275
"Middle East, North Africa, Afghanistan & Pakistan",MEA,62.40643404,66.22251382,70.42886352,70.70965927,70.94032135,71.2438695,69.91107896,69.71131935,71.69172932,72.08383647,72.3150125
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,61.86242007,65.63684715,69.53283764,69.81413164,70.0733669,70.41748459,69.05063429,68.92802148,71.00553154,71.27588499,71.48718638
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,61.8297162,65.6072409,69.49618264,69.77724095,70.03684444,70.38009178,69.0090964,68.89310323,70.96543255,71.31945609,71.50352055
Middle income,MIC,63.33972087,66.51902939,71.43002757,71.64599264,71.94846294,72.17739129,71.51131746,70.3885568,72.50341145,72.72774433,72.87260738
North America,NAC,75.4361985,76.88503324,78.88001038,78.86828828,78.96027679,79.13288972,77.44928259,76.85901906,77.81720625,78.73045135,79.2390403
Not classified,INX,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,74.53856707,76.8195166,79.89142175,79.93091756,80.02736517,80.24492219,78.95785827,78.58672052,79.51708777,80.16297341,80.39857051
Other small states,OSS,65.02471238,66.43853654,71.77073419,72.1178743,72.42178504,72.65701164,72.50970978,71.76997193,72.90622142,73.58498154,73.81379602
Pacific island small states,PSS,65.40796957,66.89148328,68.28565086,68.5192875,68.58258879,68.64215783,68.35681088,67.48102092,69.1004349,69.2745949,69.44035694
Post-demographic dividend,PST,75.47399173,77.35137565,80.61119945,80.66482145,80.74347518,80.96991077,80.06570278,79.79327967,80.19255945,80.83426783,81.11240651
Pre-demographic dividend,PRE,48.93073102,51.74984179,59.2361027,59.5398409,60.20719449,60.55641556,60.50079024,60.27435162,61.38242175,62.16306037,62.35374423
Small states,SST,65.58557398,66.98810184,71.37355076,71.65187524,71.86407356,72.00096073,71.82555528,70.77568259,72.38029723,72.91304002,73.11152725
South Asia,SAS,58.40661538,62.80363052,69.91847071,70.29047234,70.6523574,70.99756231,70.3622207,67.82152998,72.01157313,72.32476488,72.55996145
South Asia (IDA & IBRD),TSA,58.40661538,62.80363052,69.91847071,70.29047234,70.6523574,70.99756231,70.3622207,67.82152998,72.01157313,72.32476488,72.55996145
Sub-Saharan Africa,SSF,50.03384614,51.64378035,59.81224436,60.15848521,60.7668942,61.12941704,61.16767403,60.70300481,61.85691168,62.60274065,62.80368177
Sub-Saharan Africa (excluding high income),SSA,50.03143477,51.64126136,59.81093971,60.15723038,60.76584077,61.12830931,61.16631947,60.701953,61.85567657,62.60152104,62.80241241
Sub-Saharan Africa (IDA & IBRD countries),TSS,50.03384614,51.64378035,59.81224436,60.15848521,60.7668942,61.12941704,61.16767403,60.70300481,61.85691168,62.60274065,62.80368177
Upper middle income,UMC,67.34264635,70.74535814,75.0906549,75.2402307,75.55118194,75.74420277,75.05933165,74.41805685,75.72851926,75.91798644,76.0451248
World,WLD,65.10855642,67.65047787,72.1858229,72.36629676,72.64424085,72.8699112,72.18320402,71.21607803,72.96895855,73.33022303,73.48181842
